id,lang,text,label
254,en,i will not worry about big pharma ceos and stockholders playing god and depriving us of the ability to make billions off the sick and dying while billionaires profit off the deaths of the poor wto biden covid 19 covid 19 india covid vaccine covid emergency 2021,NOT
255,en,america is totally devastated medical infrastructure is broken forget about super powers even brazil is devastated even italy is devastated yet india is the only country which could not handle the chinese virus epidemic and vultures like it are getting a chance to flourish because of the stupid leadership,HOF
256,en,we do not want those who gave us covid 19 to help us in any way no thanks chinesevirus ccpvirus,NOT
257,en,a prime minister fails to do his job and still not fit in his position we all want him to resign and we regret not listening to this great man modi resign or resign resign pm modi resign modi,NOT
258,en,what has happened to you india covid crisis covid 19,HOF
259,en,this is the worst disaster ever seen by our and our parents generation including 3 wars earthquake tsunami 91 riots gujarat riots may be 47 riots also modi resign modi resign or resign,NOT
260,en,bjp is dangerous for society pm modi should resign,HOF
261,en,it came back with a vengeance though i watch it almost daily do not want to spoil it but that finale put me over the edge,HOF
262,en,american citizens did you all not care about skin color while you were profiting from latin american resources,HOF
263,en,when i got the covid vaccine i got a sticker i stuck it on my calendar to commemorate it,NOT
264,en,alleged that this can now be marked as fake video cc will keep an eye on this media too alleged that this is an insult to the victim even media is in cahoots with them to whitewash the crime political terrorism bengal bu,HOF
265,en,i am biting my nails thank you conscientious voters no i will never let that happen voting should be seen as a responsibility and not something you do out of convenience many people have had this right violated fuck you,HOF
266,en,will you please stay out of americas black peoples business and worry about the thousands of brown people who are dying of covid 19 during the covid crisis in india have you no shame sir,HOF
267,en,yes it was right after that when he was dreaming,HOF
268,en,depends i know a doctor who makes educational videos no problem with that if they are performing public service or just engaged in a creative hobby then good for them but if we are talking like dr oz then he is an unethical piece of shit,HOF
269,en,the photo combination for this headline is very inappropriate and insensitive is not it ipl 2021 india covid crisis,NOT
270,en,such incompetence and shame on our health minister sudhakar should resign the entire central and state government is full of idiots pm modi should resign yeddyurappa should resign sudhakar should resign,HOF
271,en,stopping the pandemic is impossible without mass vaccination india covid crisis,NOT
272,en,it is hard to bear how badly i want you to piss in my mouth and stretch my anus,HOF
273,en,he always comes to your house to work whenever your wife is not at work and is alone at home while the kids go to school and you do not find anything wrong with it i heard that the cock is long and good president open your eyes you also work in a different city,HOF
274,en,after killing half the world with wuhan virus these fools are now blaming us,HOF
275,en,you did it you crazy bastard you did it firefox on the mac has finally caught up in 2011 and it now supports the overscrollbounce effect from osx lion when scrolling sideways although of course they are faking it so it looks a bit different,NOT
276,en,fuck this covid vaccine nonsense it is unnecessary if you can avoid poison at all costs do not let them fool you 99 survival rate do not vaccinate new york covid 19 vaccine pandemic,HOF
277,en,asalu meru idi sarigaga predicted chesaru ani past loippudu idi unexpected avataniki bjp destroyed india bjp failed india you made elections as priority when states and people were struggling you do not deserve to be pm enough of this nonsense resign pmmodi,NOT
